37.726264,-81.882756
37.7256181,-81.8832493
37.725156,-81.883687
37.724409,-81.884952
37.7238169,-81.8855355
37.7235398,-81.8863717
37.7231514,-81.8879716
37.722366,-81.888887
37.721654,-81.890376
37.721497,-81.891158
37.720888,-81.892438
37.719833,-81.892861
37.719181,-81.893025
37.718473,-81.893074
37.7178917,-81.8934805
37.7173572,-81.8939056
37.7170549,-81.8942575
37.7165903,-81.8934369
37.7162867,-81.8926977
37.7160958,-81.892194
37.715965,-81.8932972
37.7159178,-81.8925995
37.7158872,-81.8913882
37.7158828,-81.8905554
37.7161406,-81.8905896
37.716563,-81.891653
37.7168974,-81.8924288
37.716817,-81.8918899
37.7166809,-81.8910517
37.7165626,-81.8900607
37.7167047,-81.8893613
37.7166953,-81.8886074
37.7161598,-81.8889187
37.7153737,-81.8892337
37.7150907,-81.8895503
37.7150864,-81.8909299
37.7147486,-81.8924271
37.714309,-81.8923597
37.7136407,-81.8915502
37.712918,-81.8917396
37.7122357,-81.8911324
37.7116113,-81.8910914
37.7115531,-81.8899934
37.7111087,-81.8896558
37.7103531,-81.8892396
37.7099949,-81.8884265
37.7100083,-81.8877237
37.7097957,-81.8864226
37.709895,-81.8861256
37.7101172,-81.8855292
37.7098028,-81.8852881
37.7096581,-81.8850288
37.7094877,-81.8842021
37.709468,-81.8833266
37.7089095,-81.8838773
37.7081602,-81.8839779
37.7086168,-81.8846408
37.7087475,-81.8865184
37.7081796,-81.8879617
37.7070443,-81.8881382
37.7060679,-81.8882151
37.7062924,-81.8888815
37.7065719,-81.8892836
37.7072785,-81.8899428
37.7081,-81.8906361
37.7083804,-81.8915
37.7077724,-81.8929726
37.7068132,-81.8937909
37.7068154,-81.8943757
37.7077282,-81.8948559
37.7083071,-81.8950983
37.7086383,-81.8948399
37.7093311,-81.8947858
37.7100693,-81.894569
37.7111031,-81.8955324
37.7118203,-81.8958645
37.710931,-81.8964962
37.7101208,-81.8970669
37.7100501,-81.8979444
37.7105541,-81.8986572
37.7097536,-81.8995213
37.7090067,-81.9004737
37.7082138,-81.9006139
37.7076307,-81.8995753
37.70711,-81.899269
37.706594,-81.900372
37.706237,-81.900437
37.705625,-81.899909
37.705025,-81.899073
37.7046147,-81.8987124
37.7037628,-81.89868
37.7026874,-81.8976423
37.7023482,-81.8965497
37.7018752,-81.8958541
37.7015545,-81.8942879
37.7010735,-81.8952445
37.6998638,-81.8951902
37.6996888,-81.8957521
37.7003132,-81.8964139
37.7008869,-81.8975188
37.7006055,-81.8990622
37.701881,-81.900437
37.7031207,-81.9016849
37.704274,-81.90209
37.7050878,-81.9033976
37.7036516,-81.9063369
37.702675,-81.907518
37.7014008,-81.9080207
37.700508,-81.90784
37.699671,-81.907218
37.699027,-81.906509
37.696238,-81.904643
37.694049,-81.904557
