37.726264,-81.882756
37.7257953,-81.8830509
37.7254794,-81.8832804
37.725283,-81.883537
37.72499,-81.88402
37.724409,-81.884952
37.7238586,-81.8858506
37.7236484,-81.8862856
37.723516,-81.886489
37.7235173,-81.8871889
37.7231514,-81.8879716
37.722612,-81.888668
37.7222163,-81.8890569
37.7219315,-81.8897608
37.721538,-81.890376
37.721487,-81.891313
37.721092,-81.892175
37.720545,-81.892685
37.720102,-81.892793
37.71965,-81.892913
37.71924,-81.893015
37.718754,-81.893057
37.718116,-81.893198
37.71796,-81.89341
37.7175941,-81.8937123
37.7172696,-81.8940633
37.7170549,-81.8942575
37.7168221,-81.8939883
37.7165903,-81.8934369
37.7163655,-81.8929736
37.7162166,-81.892374
37.7161046,-81.8919322
37.7160514,-81.8930415
37.7159512,-81.8932519
37.7158967,-81.8919805
37.7158535,-81.8908932
37.7158707,-81.8906164
37.7160406,-81.8904495
37.7161609,-81.8907536
37.7164253,-81.891334
37.7166043,-81.8917628
37.7168487,-81.892314
37.7168469,-81.8920628
37.7167762,-81.8915734
37.7166327,-81.8908547
37.7165626,-81.8903704
37.7165757,-81.8899425
37.7166555,-81.8896442
37.7167047,-81.8893613
37.7167027,-81.888716
37.716637,-81.8885527
37.7163899,-81.8886766
37.7161598,-81.8889187
37.7158192,-81.8891974
37.7154206,-81.8891927
37.7153382,-81.8893604
37.7151367,-81.889463
37.715098,-81.8897054
37.715182,-81.8900518
37.7150864,-81.8909299
37.7149002,-81.8916257
37.7147556,-81.8922986
37.7146887,-81.8926174
37.7144131,-81.8925045
37.7141513,-81.8920427
37.7138999,-81.8916883
37.7136407,-81.8915502
37.7133815,-81.8916124
37.713059,-81.8917536
37.712918,-81.8917396
